,Alc1,Alc2,Alc3,Alc4,Alc5,Alc6,Alc7,Alc8,Alc9,Alc10,Alc11,Alc12,Alc13,Alc14,Alc15,Alc16,Alc17,Alc18,Alc19,Alc20,Alc21,Alc22,Alc23,Alc24,Alc25,Alc26,Alc27,Alc28,Alc29,Alc30,Alc31,Alc32,Alc33A,Alc33B,Alc33C,Alc33D,Alc33E,Alc34,Alc35,Alc36,Alc37,Alc38,Alc39,Alc40,Alc41,Alc42,Alc43,Alc44,Alc45,Alc46,Alc47,Alc48,Alc49,Alc50,Alc51,Alc52,Alc53,Alc54,Alc55A,Alc55B,Alc55C,Alc55D,Alc56,Alc57,Alc58,Alc59,Alc60,Alc61,Alc62,Alc63,Alc64,Alc65,Alc66,Alc67,Alc68,Alc69,Alc70
571,B,A,D,B,A,B,A,C,D,C,B,A,B,A,C,A,C,A,C,A,A,D,D,A,A,C,A,C,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
572,A,C,B,B,C,D,A,A,C,B,D,C,A,C,A,C,D,A,C,A,D,D,B,C,A,C,B,D,A,B,C,D,A,,,,,C,E,B,D,D,B,C,D,A,C,C,*,C,C,B,C,A,C,D,A,E,A,,,,D,E,B,D,E,A,A,C,D,F,B,D,A,D,A
573,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,F,D,E,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,C,E,E,E,E
574,A,B,A,C,A,A,A,A,B,B,C,A,C,C,D,B,D,B,C,C,C,D,B,B,D,C,B,C,D,B,B,B,,,C,,,C,C,D,D,D,C,B,C,A,C,D,C,C,D,D,C,A,D,A,D,I,,B,,,B,A,A,E,,C,C,C,E,,C,A,E,F,E
575,A,C,A,C,C,C,D,D,D,D,D,C,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,,B,C,,,C,B,C,A,D,D,C,D,D,D,C,D,D,C,D,C,D,A,D,D,F,,,,D,D,D,D,B,D,D,D,A,A,E,B,D,D,D,D
576,A,D,A,B,B,B,C,C,C,A,B,C,A,C,A,A,C,B,A,A,B,C,A,B,A,A,C,A,A,B,A,A,,,C,,,C,B,C,A,B,B,A,C,C,D,A,C,D,A,D,A,C,A,D,D,H,A,,,,D,A,D,A,C,D,C,A,B,A,C,C,A,B,C
577,A,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,A,,,,,C,D,D,C,A,D,C,C,C,C,C,C,C,C,C,C,C,A,D,D,E,,,C,,D,A,A,B,C,D,E,E,B,B,C,A,A,A,A
578,A,C,A,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,B,B,C,C,D,D,B,D,C,D,D,B,B,A,A,,C,,,C,B,D,C,A,C,A,B,C,C,D,D,D,D,C,D,D,A,C,D,H,A,,,,D,A,D,D,C,C,C,B,C,E,B,D,C,D,D
579,A,C,B,B,A,B,B,D,B,B,C,B,A,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,A,B,C,,,B,B,B,B,C,C,B,D,D,D,C,D,D,C,D,C,D,B,C,C,F,A,,,,B,C,D,D,D,D,D,A,A,D,D,D,D,D,C
580,B,B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,E,E,E,E,E,E,A,A,F,A,E,A,F,E
581,B,D,C,D,A,A,A,A,A,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,A,A,A,A,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,E,D,D,I,,,,D,E,E,E,E,E,E,E,A,A,A,D,D,F,F,E
582,A,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,,,C,,,A,C,A,C,C,D,D,B,B,B,A,C,D,D,D,D,D,E,D,D,B,,,C,,C,C,C,D,B,D,D,B,C,A,C,B,C,A,D
583,B,B,D,B,A,B,C,B,C,A,B,C,B,A,C,A,B,C,A,C,B,A,C,B,A,C,B,C,A,E,D,F,,,,,E,D,E,D,F,C,D,B,C,B,D,C,B,C,B,A,C,B,E,C,D,G,,,C,,D,B,C,B,C,D,B,D,F,D,B,D,B,D,E
584,A,C,B,D,A,C,A,D,D,B,C,D,B,C,C,D,D,B,B,A,C,D,D,D,D,D,D,D,D,B,C,A,A,B,,,,C,A,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,C,G,A,,,,B,A,B,B,B,D,A,A,A,A,B,D,D,F,B
585,B,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,B,C,B,C,B,D,F,,,,,E,E,E,E,F,B,D,C,D,D,D,C,C,D,C,D,B,D,A,D,D,I,,,,D,E,E,E,E,E,E,E,A,A,A,D,E,F,F,E
586,A,D,B,C,B,D,A,C,B,D,C,D,B,C,B,A,C,C,C,B,D,C,D,D,C,D,D,D,D,B,A,B,,,,D,,C,D,D,F,C,C,B,C,D,D,C,D,B,D,C,C,D,B,C,A,C,A,,,,B,B,B,B,C,E,A,B,C,B,B,D,C,B,C
588,A,D,A,D,B,C,A,B,D,D,D,D,D,D,D,D,D,A,D,C,C,D,D,D,D,D,D,D,D,B,C,A,A,,C,,,C,A,D,A,D,C,C,A,D,D,D,D,D,D,D,D,D,A,B,D,E,A,,,,D,C,C,C,C,D,B,A,B,A,A,C,A,A,C
589,B,C,D,D,A,D,A,A,D,C,B,A,B,A,B,A,D,A,D,A,B,D,C,B,A,D,A,D,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
590,A,B,C,B,B,C,C,C,C,B,B,C,C,B,C,C,C,D,B,D,D,D,D,D,D,C,D,D,D,B,C,A,,,C,,,B,B,E,F,D,D,D,D,D,D,D,D,D,D,D,D,D,B,C,B,D,,,,D,C,C,D,C,D,E,E,F,F,C,B,D,F,F,D
591,B,B,B,D,B,C,B,B,D,B,C,A,B,B,C,B,C,B,C,B,B,C,C,C,C,C,B,C,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,C,B,I,A,,,D,E,A,E,E,E,E,E,A,A,F,C,E,E,E,E
592,A,B,C,C,A,B,A,A,A,A,B,A,C,A,B,A,C,A,C,A,B,D,D,C,A,C,D,D,A,C,C,E,,,C,,,C,C,D,B,B,D,B,C,D,D,C,D,D,C,D,B,D,E,C,C,G,,,,D,D,A,B,B,B,D,B,B,B,A,A,B,B,F,B
593,A,C,B,C,B,C,B,B,D,D,D,D,D,D,D,D,D,D,B,B,C,D,D,D,B,D,B,B,B,C,C,C,A,,C,,,C,D,D,B,D,D,C,D,C,D,D,D,D,D,D,D,D,A,C,C,H,A,,,,C,B,D,C,C,B,D,A,C,D,B,B,C,C,C
594,B,C,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,D,D,D,A,A,A,D,C,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,I,A,,,,E,A,E,E,E,E,E,A,A,A,D,E,E,E,E
595,A,C,B,C,C,C,C,C,D,C,C,D,C,C,B,B,C,D,C,D,D,D,D,D,D,D,D,D,C,B,B,C,A,,C,,,C,C,D,A,C,D,C,D,D,D,D,D,D,D,D,D,C,A,B,D,H,A,,,,B,C,B,C,C,C,C,A,C,A,C,C,F,F,C
597,A,B,B,B,B,C,A,A,C,B,B,A,B,B,C,A,C,A,C,A,A,C,C,B,C,C,C,C,A,C,C,C,,,,D,,C,B,D,B,B,C,B,B,C,C,C,B,C,C,B,C,D,B,C,B,F,A,,,,B,C,B,B,B,C,B,B,C,B,B,B,B,B,B
598,B,D,C,C,A,C,A,A,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,F,B,A,A,,,,,B,A,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,F,,,,D,A,B,B,B,B,C,B,A,B,C,B,B,B,C,C
599,B,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,B,C,B,C,C,C,A,C,A,B,D,B,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,E,E
600,B,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,C,B,B,D,D,C,D,D,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,I,A,,,,E,A,E,E,E,E,E,A,A,A,C,E,E,E,E
601,A,D,A,D,D,C,D,D,D,D,D,D,D,D,D,D,C,A,D,A,A,D,D,A,D,C,D,D,D,B,C,A,,B,C,,,C,A,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,C,D,H,A,,,D,D,D,D,D,D,D,D,A,A,B,B,D,F,F,C
602,A,C,B,C,C,B,D,C,B,B,B,A,B,B,A,C,C,C,C,B,C,B,C,C,C,C,B,B,C,C,B,B,A,,,,,C,C,D,C,C,D,C,D,D,C,C,C,C,C,B,B,C,A,B,D,D,A,,,,C,C,B,C,C,B,C,C,B,B,B,D,A,B,D
603,A,C,B,C,B,C,B,B,D,D,D,B,D,C,D,D,D,A,D,A,A,D,B,B,A,D,D,D,A,B,B,A,A,B,C,D,,C,C,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,C,D,H,A,,,,D,D,D,D,D,D,C,A,B,A,B,B,F,F,D
604,B,A,D,D,A,D,A,A,D,D,A,A,D,A,D,D,C,C,C,B,D,A,C,C,D,D,C,B,B,F,D,E,,B,,,,C,C,C,E,C,B,B,C,B,C,B,C,B,C,B,B,D,C,B,C,H,,,,D,C,E,D,C,E,C,E,F,F,F,B,C,E,C,D
605,A,C,A,C,C,B,C,C,B,A,D,C,B,C,C,D,B,A,B,B,B,D,C,D,D,A,D,D,D,B,B,B,A,B,,,,C,A,B,A,D,D,C,D,D,D,B,B,B,B,B,B,B,B,B,B,B,,B,,,B,B,B,B,B,C,A,B,B,A,C,A,C,C,B
606,B,C,A,C,A,B,C,A,C,D,C,A,C,A,A,A,D,A,C,A,A,D,B,A,A,A,A,A,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,C,E,E,E,E
607,A,C,B,C,D,D,D,D,D,D,D,D,B,D,D,D,C,A,C,A,B,B,C,C,A,D,A,B,A,A,B,A,A,,,,,C,A,A,A,D,D,D,C,D,D,D,D,D,D,D,D,D,A,C,D,H,A,,,,D,D,D,D,D,D,D,A,A,E,,E,F,F,D
613,B,B,B,B,B,A,B,C,C,B,B,A,B,B,B,B,C,A,C,A,C,C,B,C,A,B,A,C,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
614,B,A,D,B,D,C,A,B,C,B,C,B,B,B,A,C,B,A,A,C,A,B,A,B,A,A,C,B,B,F,D,A,A,,,,,C,A,B,B,B,D,B,D,D,D,B,C,D,A,C,C,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,A,A,A,F,F,E
615,A,C,A,B,B,A,B,D,C,C,C,C,C,C,B,C,B,A,C,A,C,B,C,C,C,C,C,B,D,C,B,A,,,C,,,B,D,D,B,B,D,B,B,D,C,C,D,C,C,C,B,D,A,B,B,H,A,,,,C,A,C,C,C,C,C,A,C,A,C,B,B,F,C
616,A,D,B,B,A,B,C,B,B,A,B,A,A,B,B,B,C,A,B,A,B,A,B,B,C,B,D,D,A,B,A,A,A,,,,,C,D,C,C,B,D,A,C,C,B,A,C,B,A,D,C,C,B,B,C,D,,,,D,B,C,D,D,B,C,C,A,C,B,C,C,B,C,C
617,A,B,A,D,C,B,A,C,A,A,D,C,B,C,C,C,D,A,B,A,A,B,B,A,A,A,A,A,A,B,A,A,A,,,,,C,D,D,E,B,C,B,C,D,C,A,B,D,B,D,D,D,B,C,C,E,,,,D,D,D,D,D,B,B,D,A,D,D,A,B,C,C,C
618,A,C,A,A,B,A,B,B,B,B,C,B,B,B,D,B,C,B,B,C,B,D,B,A,A,C,B,C,B,B,C,A,A,,C,,,C,C,D,B,A,C,B,A,C,B,C,B,C,A,B,C,B,A,B,B,D,A,,,,C,D,D,C,C,C,C,C,D,B,C,C,D,C,B
619,A,D,C,B,C,B,C,D,A,C,B,A,B,D,A,B,B,B,B,A,A,C,B,D,D,D,A,D,D,C,B,B,,,C,,,C,B,D,B,A,B,C,C,C,B,D,B,A,C,D,,A,A,D,D,C,A,,,,C,C,E,A,C,B,D,B,C,A,,A,A,A,A
620,A,B,A,B,A,A,B,B,D,A,B,A,B,A,A,A,B,A,A,A,A,A,B,C,A,A,C,C,A,C,B,B,A,,C,,,C,C,D,B,B,C,A,C,D,D,C,D,D,A,D,C,C,A,A,D,H,A,,,,D,A,D,D,B,D,A,A,C,A,B,C,F,F,B
621,A,,C,B,B,C,A,D,A,D,C,A,A,A,C,C,D,B,D,A,D,B,D,B,B,B,B,D,A,B,B,A,,,C,,,C,C,D,B,D,D,C,A,D,D,D,D,D,B,D,D,D,A,B,D,E,A,,,,B,A,D,B,A,D,D,D,D,A,B,B,B,C,C
622,B,C,B,C,A,C,B,C,A,D,B,D,B,C,C,B,A,C,C,B,C,B,D,D,B,C,B,D,C,C,D,C,,B,,,,D,B,D,B,C,B,D,C,B,D,B,B,A,C,B,C,D,B,C,A,B,,,,D,C,B,C,B,E,E,C,D,E,E,B,D,B,E,D
623,B,D,A,C,A,B,A,A,C,B,A,A,C,A,C,D,D,B,C,B,A,D,D,A,A,D,A,D,D,C,C,A,,B,C,,,C,A,D,A,C,D,C,C,D,C,C,B,C,C,D,C,D,A,C,C,G,A,,,,B,E,D,D,B,C,B,D,D,B,A,A,F,F,B
624,A,B,C,C,B,C,B,B,D,C,B,B,C,B,C,C,C,B,C,A,A,A,B,B,A,B,A,C,B,C,B,B,A,,C,,,C,B,C,B,D,D,D,D,D,D,D,D,D,D,D,D,D,A,B,C,D,A,,,,B,D,C,C,B,D,B,A,B,A,C,C,B,B,C
625,A,D,B,B,C,B,C,C,D,B,C,B,B,A,B,A,C,B,B,B,C,C,B,C,B,C,C,C,C,C,B,D,A,,C,,,C,D,D,D,C,D,B,C,D,D,C,C,D,C,C,C,B,A,C,C,H,,,,D,D,D,D,D,D,D,B,A,F,E,C,C,D,D,C
626,A,B,B,A,B,A,C,B,B,A,B,A,A,B,A,B,A,B,B,A,B,A,A,B,B,B,A,B,C,A,B,C,,,,D,,C,D,C,D,D,C,B,A,B,C,D,C,B,A,B,C,D,B,A,D,D,A,,,,C,D,D,D,D,C,C,C,D,C,D,C,C,C,C
627,B,A,C,A,A,B,A,C,D,C,A,B,C,B,B,B,C,A,C,A,A,B,D,A,B,C,C,C,A,C,B,C,A,,,,,C,A,B,A,C,C,B,D,D,C,C,D,D,C,C,C,C,B,C,C,A,A,,,,E,E,E,E,E,E,E,A,D,F,D,E,F,F,E
628,A,C,A,B,B,B,B,C,C,B,B,B,B,B,B,C,B,B,B,B,C,C,C,C,B,B,C,C,C,B,A,C,,,,D,,C,B,C,C,B,D,A,D,D,D,A,A,D,A,D,B,D,A,B,D,E,A,,,,C,D,D,D,D,D,D,A,C,D,C,C,B,D,A
629,A,D,A,B,C,A,C,B,B,A,D,C,B,A,A,A,D,D,D,D,D,C,D,C,C,C,D,D,D,A,A,D,,,C,,,C,D,C,F,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,B,B,A,,,,D,C,D,C,B,D,D,F,F,E,D,A,F,F,C
630,A,B,C,B,B,B,C,B,C,C,B,B,C,C,B,D,C,B,B,B,B,A,B,A,B,A,B,C,C,B,B,C,A,,C,,,C,B,B,D,B,B,C,C,D,D,D,D,D,C,D,D,D,A,C,D,C,,,,D,C,D,D,A,A,A,B,B,C,B,A,B,B,B,B
631,B,C,B,B,A,B,A,B,C,B,B,A,C,C,C,D,C,C,C,B,C,D,D,D,C,C,C,B,C,D,B,C,A,,C,,,B,B,D,A,B,C,B,C,B,B,B,B,B,C,B,B,D,A,C,B,G,A,,,,D,B,C,C,B,C,C,A,B,D,B,D,D,D,D
632,A,C,B,B,A,A,B,C,B,A,C,B,C,B,C,B,C,B,C,C,C,C,C,B,A,D,D,B,D,C,A,C,,,C,,,A,C,D,A,D,B,C,A,B,B,C,B,D,B,C,B,A,B,D,A,F,,,,D,B,C,D,C,B,A,E,C,E,B,D,A,C,B,B
633,A,D,C,A,B,A,C,D,A,B,C,B,C,A,A,D,C,B,A,C,D,A,C,C,A,B,C,A,D,C,B,C,,,C,,,C,D,D,B,B,C,A,C,D,A,C,D,D,C,B,A,D,E,A,D,F,A,,,,A,A,A,B,A,B,A,D,D,A,C,D,B,B,B
634,B,D,B,C,B,C,D,D,D,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,,,,,A,A,A,A,A,A,A,A,A,A,B,A,D,D,D,D,D,B,B,B,B,,B,,,B,B,B,B,B,B,B,B,B,C,A,C,B,C,C
635,B,A,C,B,D,C,D,D,D,D,B,D,B,D,D,D,D,A,C,A,A,D,D,B,A,A,A,A,A,C,B,F,A,B,C,,,B,A,A,A,D,D,D,D,D,D,D,C,D,D,D,D,D,E,C,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,A,A,E
638,B,A,A,C,C,B,D,A,A,C,B,A,B,D,D,D,B,A,A,B,B,C,B,D,C,B,A,A,C,F,D,B,,,C,,,D,B,B,A,D,D,D,A,B,C,B,B,A,D,D,D,C,D,C,C,B,,,,D,A,C,E,B,A,B,C,A,A,C,B,A,C,B,C
641,B,B,C,D,D,D,D,D,D,D,D,B,D,D,D,D,D,C,D,C,D,D,D,D,B,D,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,I,,,,,,,,,,,,,,,,,,,
642,A,C,C,A,A,C,B,D,B,B,A,A,C,B,A,A,B,C,D,B,A,A,C,B,D,A,C,A,A,C,C,A,A,,C,D,,C,C,D,A,D,D,D,D,D,D,D,D,D,D,D,A,C,A,B,C,G,,,,D,B,A,B,C,D,D,D,C,B,F,D,C,C,D,D
643,A,D,B,B,B,A,B,A,B,B,C,C,B,B,C,C,C,A,B,C,C,B,B,C,B,C,B,C,C,B,B,A,A,,C,,,C,D,C,C,C,B,B,C,C,C,C,C,D,C,D,C,D,A,B,D,H,A,,,,C,A,C,C,C,C,B,B,B,A,B,B,B,B,B
644,A,D,A,C,B,C,C,D,D,C,D,D,D,D,D,D,C,B,B,B,B,B,B,B,B,B,B,C,A,B,B,A,,,C,,,C,A,C,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,H,A,,,,C,D,C,C,D,C,B,A,A,A,C,D,F,F,C
645,A,C,B,C,B,D,B,B,B,B,B,B,B,B,B,B,C,C,D,C,C,C,D,D,D,D,A,D,A,B,C,,A,,,,,A,A,B,A,D,D,C,C,D,D,B,D,D,B,D,D,D,B,D,B,F,A,,,,B,A,B,B,B,C,C,A,A,A,B,D,F,F,B
646,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,B,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,A,A,A,B,C,B,B,C,B,B,C,D,B,C,B,C,A,C,B,B,C,D,D,B,A,B,B,B,A,F,D,F,,,,,E,E,E,E,F,D,B,C,C,B,C,A,C,D,D,D,B,C,A,D,D,I,,,,D,E,E,E,E,E,E,E,F,F,F,D,E,F,F,E
655,A,C,B,C,C,B,A,C,D,C,D,A,D,B,C,C,C,C,C,C,C,C,C,C,D,C,C,C,C,B,A,C,,,,D,,C,D,D,F,C,D,B,C,C,D,C,D,B,C,B,C,D,A,D,C,E,A,,,,C,C,C,B,B,C,B,A,F,E,B,C,C,C,B
658,A,C,C,C,C,B,B,C,D,B,D,B,A,C,B,C,D,A,C,A,A,D,C,D,A,B,C,B,D,B,A,C,,,,D,,C,D,D,E,C,D,B,C,B,D,B,D,B,B,B,B,D,A,C,B,H,,,,D,D,C,D,D,B,C,C,E,D,A,B,C,B,F,B
660,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,D,C,D,C,D,D,C,D,C,D,D,F,D,D,,,,,E,C,D,C,C,D,D,C,B,C,C,D,C,D,C,D,C,D,C,D,C,I,,,,D,E,E,E,E,E,E,E,F,B,F,D,E,F,F,E
663,B,C,B,C,B,A,B,C,B,C,B,B,C,C,A,D,B,A,B,B,B,A,C,B,B,B,B,A,B,F,D,F,,,,,E,E,E,E,A,B,B,B,A,B,A,B,B,C,C,C,C,C,A,C,D,I,A,,,,E,*,E,E,E,E,E,A,A,F,D,E,E,E,E
664,A,B,B,B,B,A,C,C,C,C,C,B,C,B,C,C,B,D,C,D,B,C,C,B,B,C,C,C,C,C,C,B,A,,,D,,A,C,D,C,D,D,C,C,D,B,D,D,D,D,B,D,D,D,C,A,G,A,,,,B,C,C,B,C,C,A,A,A,A,C,B,A,F,B
665,A,D,C,A,A,A,A,D,A,A,A,A,A,A,A,A,,,C,C,C,C,C,C,,A,B,C,D,A,C,E,,,,D,,C,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,B,,C,,,,,B,A,B,A,B,A,,A,B,A,B,C,B,A,B
666,A,D,C,A,B,A,C,D,A,B,B,A,B,A,B,A,A,C,A,C,D,A,C,C,A,C,A,D,A,A,A,E,,,C,D,,C,D,D,E,A,C,B,B,B,A,B,B,A,C,A,B,A,A,A,D,H,A,,,,D,B,D,D,A,A,C,D,C,A,C,C,B,C,C
667,B,C,C,C,B,A,A,B,C,A,D,A,A,A,D,B,B,A,B,B,A,B,C,C,A,C,A,B,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,B,E,E,E,E,E,A,A,F,B,E,E,E,E
668,B,B,B,C,B,B,A,C,B,C,C,A,B,B,C,C,B,A,A,B,D,B,B,C,B,B,C,B,C,B,B,B,,B,,,,C,C,A,B,C,C,B,C,C,B,B,A,B,B,C,B,A,C,B,C,B,,B,,,C,B,C,B,B,A,C,B,C,D,B,C,B,C,B
669,B,A,A,D,A,C,A,A,C,B,D,A,C,B,C,D,B,A,D,B,B,C,A,B,A,B,D,C,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
670,A,C,A,C,C,D,B,C,D,D,D,C,C,C,B,D,A,D,A,D,D,A,A,D,A,A,B,A,D,B,B,C,A,,,,,C,B,D,A,C,D,B,D,D,C,D,D,C,D,C,A,D,A,D,D,H,A,,,,C,B,B,C,B,D,C,A,B,B,B,B,B,B,B
671,A,A,C,A,A,A,A,A,D,B,B,A,B,B,B,A,A,D,D,B,D,A,D,D,B,A,A,D,A,B,C,A,,B,C,D,,C,A,D,A,B,D,C,D,D,D,D,D,D,D,A,C,D,A,D,D,G,,,,D,A,B,A,A,A,D,A,A,A,B,B,E,A,A,A
672,B,B,C,D,A,D,A,A,D,D,A,B,D,A,D,A,D,A,D,A,B,D,D,B,D,D,D,D,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,,D,,I,A,,,,A,A,E,E,E,E,E,A,A,F,A,E,E,E,E
673,B,C,B,B,B,C,A,B,C,C,C,B,C,B,C,C,B,A,B,A,B,B,C,C,A,B,B,B,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,E,E
674,B,C,A,D,C,C,A,A,B,C,D,A,C,A,A,B,D,B,C,A,A,B,C,C,B,C,B,C,C,B,D,F,,,C,,,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,E,E
675,A,C,D,C,B,C,A,B,C,D,A,B,C,A,D,B,C,B,C,A,A,C,A,B,D,A,C,B,C,B,C,B,,,C,,,C,D,D,B,C,C,C,A,C,B,D,D,,B,C,A,B,D,B,C,H,,,,D,B,C,B,C,B,B,C,E,C,A,B,B,C,B,A
676,B,C,A,D,D,D,A,B,D,D,A,D,D,D,A,D,A,C,D,B,C,D,D,D,D,D,D,C,D,F,D,F,,,,,E,E,E,E,A,C,D,C,D,D,D,C,B,D,D,D,D,D,A,D,D,I,,,,,E,A,E,E,E,E,E,,,F,D,E,E,E,E
677,B,C,D,C,A,B,A,C,C,A,A,A,C,A,A,A,B,D,B,C,D,D,B,D,D,B,D,D,A,C,C,A,A,,C,,,C,B,C,A,A,A,B,C,C,C,B,B,A,C,C,D,D,A,A,C,E,A,,,D,E,B,E,E,E,E,E,A,A,F,B,C,E,E,E
678,A,B,A,C,B,D,B,B,D,D,D,D,D,D,D,D,D,A,D,A,A,D,D,D,D,D,D,D,D,A,B,A,A,,,,,C,A,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,B,D,B,E,A,,,,A,A,B,A,A,D,B,A,B,B,A,B,A,A,A
679,B,A,B,A,A,C,D,D,D,D,D,D,A,D,C,D,A,D,B,B,C,D,B,B,A,D,C,B,D,B,C,A,,B,C,,,B,A,B,A,C,D,C,D,D,D,D,D,D,D,D,D,D,E,A,A,F,,,,D,A,A,A,A,A,D,C,F,E,A,D,A,A,A,A
680,B,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
681,B,A,B,C,A,D,C,A,D,D,D,A,D,A,B,C,D,A,D,A,A,D,A,D,D,C,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
682,A,C,D,C,A,C,A,A,A,C,A,A,D,A,D,D,D,A,C,C,A,A,D,A,C,A,C,D,C,B,C,A,,B,C,,,C,B,D,B,D,D,C,D,D,D,D,D,D,D,D,D,D,E,B,C,G,A,,,,A,A,A,A,A,D,E,A,A,A,B,A,B,F,D
683,B,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,D,D,C,D,D,D,D,C,C,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,B,E,E,E,E,E,A,A,B,C,B,D,E,C
684,B,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,B,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,I,A,,,,A,E,E,E,E,E,E,A,A,A,A,E,E,E,E
