,Sex1,Sex2,Sex3,Sex4,Sex5,Sex6,Sex7,Sex8,Sex9,Sex10,Sex11,Sex12,Sex13,Sex14,Sex15,Sex16,Sex17,Sex18,Sex19,Sex20,Sex21,Sex22,Sex23,Sex24,Sex25,Sex26,Sex27,Sex28,Sex29,Sex30,Sex31,Sex32,Sex33,Sex34,Sex35,Sex36,Sex37,Sex38,Sex39,Sex40,Sex41,Sex42,Sex43,Sex44,Sex45,Sex46A,Sex46B,Sex46C,Sex46D,Sex46E,Sex47,Sex48,Sex49,Sex50,Sex51,Sex52,Sex53,Sex54,Sex55,Sex56,Sex57,Sex58,Sex59,Sex60,Sex61,Sex62,Sex63,Sex64,Sex65,Sex66,Sex67,Sex68,Sex69,Sex70,Sex71,Sex72,Sex73,Sex74,Sex75
451,B,A,D,A,D,D,D,D,D,D,D,D,A,D,A,D,D,D,A,A,A,C,A,C,A,C,A,A,C,B,D,C,B,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,D,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,C
452,D,A,B,B,D,C,D,B,D,D,D,D,B,C,B,C,B,C,A,B,A,B,A,B,B,C,A,A,A,C,D,D,C,A,C,A,A,B,B,B,C,D,A,A,A,,,,,E,A,A,D,B,A,B,D,B,A,B,B,B,A,A,A,A,B,B,B,A,B,A,A,B,C,C,C,B,A
453,D,A,D,C,D,D,D,D,D,D,D,D,A,C,A,B,B,C,A,A,B,C,B,C,B,D,B,B,C,B,D,B,D,A,C,A,A,B,B,B,A,D,A,A,A,A,B,,D,,A,A,C,B,B,A,D,D,A,A,B,A,A,A,A,A,B,B,B,A,A,E,A,A,A,C,C,A,A
454,B,A,D,B,D,D,D,D,D,D,D,D,A,C,B,B,C,B,A,B,A,C,A,B,A,B,A,A,D,B,D,B,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,C,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,D,A
455,D,A,A,A,B,A,D,B,C,D,D,D,A,D,A,B,A,B,A,A,A,B,A,C,A,D,A,A,C,B,D,C,C,A,C,A,A,B,B,A,B,B,A,B,A,,,,D,,A,D,A,A,A,A,D,A,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,A,A,C,C,A,C
456,D,B,C,B,D,B,D,D,D,D,D,D,B,C,B,C,C,C,C,B,B,A,B,B,B,B,B,B,C,B,B,B,B,A,C,B,B,B,B,A,C,C,A,A,A,A,,,D,,A,A,C,B,B,A,C,B,B,A,A,A,A,C,B,A,A,B,B,A,B,B,C,A,A,C,C,C,A
457,D,B,B,A,D,A,D,A,D,B,D,D,B,C,A,D,A,C,A,A,A,A,A,B,A,C,A,A,C,C,D,B,D,A,C,B,B,B,A,B,A,D,A,B,A,A,B,,D,E,C,A,C,A,B,A,C,B,A,A,A,A,B,B,B,B,A,B,B,C,C,A,A,A,B,C,C,B,C
458,C,A,B,B,D,B,D,B,D,C,D,D,A,C,B,D,B,B,B,A,A,C,A,C,A,C,A,A,D,A,D,C,B,A,D,A,B,B,B,B,A,D,A,A,A,A,,,D,E,B,A,C,A,B,A,D,A,A,B,B,C,A,A,B,A,B,B,B,A,C,A,A,D,A,C,C,A,A
459,D,B,C,C,D,B,D,D,D,D,D,D,A,D,A,C,B,D,A,A,A,C,A,D,A,A,A,A,B,B,D,D,B,A,D,A,A,B,B,B,A,D,A,A,A,A,,,D,E,A,A,D,A,A,A,D,B,A,A,A,A,A,A,B,A,B,B,B,B,B,A,A,A,A,C,C,B,A
460,B,A,E,A,D,D,D,D,D,D,D,D,A,C,C,B,C,D,B,D,A,A,A,C,A,A,A,C,C,D,B,C,C,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,A,D,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,D,A
461,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,D,A,A,A,A,D,A,D,A,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,D,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,D,C
462,D,A,D,A,D,D,D,D,D,D,D,D,B,D,B,D,C,D,B,B,A,B,A,C,A,D,A,A,D,A,D,A,B,A,B,A,B,B,A,B,C,D,A,A,A,A,,,,,C,A,C,C,B,C,D,D,A,D,B,B,B,A,B,A,B,B,B,A,A,E,B,A,B,C,C,D,A
463,D,A,D,B,C,A,D,B,D,C,D,D,A,C,A,C,C,C,C,A,A,A,A,A,A,A,A,A,C,B,D,B,C,A,C,A,A,B,A,B,C,D,A,B,A,,,,D,,C,A,D,B,B,B,D,B,A,B,A,C,A,B,A,A,A,B,B,B,B,B,B,B,B,C,C,C,A
464,D,A,C,B,C,A,D,A,D,A,D,D,A,D,A,A,C,A,A,B,B,A,A,A,A,A,A,A,D,B,D,D,C,A,C,A,B,B,A,A,A,D,A,B,A,A,B,,,,C,A,B,B,C,A,C,B,A,A,A,A,C,A,A,B,B,B,B,C,C,A,A,A,C,A,C,B,A
465,B,C,D,A,D,D,D,D,D,D,D,D,A,D,A,C,B,C,A,A,A,B,A,B,A,C,A,A,C,B,C,B,C,A,F,C,E,B,B,B,C,E,E,E,E,A,,,D,,C,A,E,E,A,B,D,D,A,A,A,C,A,A,B,A,C,B,C,F,A,E,E,E,E,D,D,B,C
466,A,A,D,A,D,D,D,D,D,D,D,D,A,B,C,C,D,C,B,C,A,B,A,C,A,C,A,A,C,B,D,C,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,C,D,A,A,A,A,B,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,A
467,A,A,D,B,D,D,D,D,D,D,D,D,C,B,D,C,D,C,D,D,B,C,A,C,A,C,A,A,C,A,C,B,A,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,B,D,C,A,A,A,B,C,A,A,A,C,B,C,F,E,E,E,E,E,D,D,B,C
468,D,A,A,B,B,C,D,D,D,D,D,B,B,D,B,D,D,D,D,B,A,B,A,B,A,A,A,A,C,B,B,C,C,B,D,A,B,B,A,B,C,C,A,A,A,,B,,,,D,A,C,A,B,A,C,A,B,A,A,B,A,A,B,B,B,B,B,A,C,A,A,A,B,A,C,B,A
469,D,A,D,B,C,B,D,A,D,C,D,D,C,B,B,B,C,C,C,B,B,B,A,B,B,C,B,A,C,C,C,C,C,B,C,B,C,B,B,B,C,D,A,D,A,,B,,,,C,A,B,D,C,B,C,C,B,B,C,C,C,B,B,B,B,B,B,E,D,B,B,C,C,C,C,B,A
470,A,A,C,A,D,D,D,D,D,D,D,D,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A,D,D,D,D,D,F,C,E,B,A,B,D,E,E,E,E,A,,,,,A,A,E,E,A,A,D,B,A,A,A,A,B,A,A,A,C,B,C,F,E,E,E,E,E,D,D,A,A
471,A,B,A,B,D,B,D,D,D,A,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,F,C,E,B,B,B,D,E,E,E,A,,,,,E,C,A,E,E,A,B,C,D,D,D,D,D,D,D,A,A,C,A,C,F,A,E,E,E,E,D,D,B,A
472,A,B,A,B,A,B,A,,A,B,C,B,B,B,A,A,B,A,C,C,A,B,A,B,A,B,C,A,B,A,C,B,B,A,B,C,A,B,A,B,A,B,C,B,B,,,,D,,B,B,B,C,C,B,A,A,A,A,A,A,B,A,B,A,A,B,B,C,C,C,B,B,B,A,B,A,B
473,A,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,D,D,D,B,A,C,A,A,A,A,A,A,D,A,A,A,,,,,E,D,A,D,A,A,A,D,A,A,A,A,A,A,A,B,A,A,A,B,A,B,E,A,A,A,A,A,A,A
474,D,A,A,C,C,C,D,C,D,B,B,D,C,D,A,A,B,C,D,D,C,C,C,C,C,C,C,C,A,A,A,A,B,B,B,A,B,B,B,B,C,C,C,C,C,,,C,,,C,C,C,C,C,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B
475,C,B,D,C,D,B,D,B,D,B,D,D,B,B,B,B,D,C,B,D,B,B,B,B,B,B,B,B,D,B,D,B,C,B,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,C,C,A,A,B,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,C,A
476,A,A,D,A,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,B,B,B,B,B,D,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,D,D,A,A,A,A,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,A,C
477,D,A,B,B,D,,D,D,D,D,D,D,B,C,B,C,D,D,B,B,A,C,A,C,A,D,A,A,C,C,D,C,B,A,C,A,B,B,B,B,A,D,A,A,A,,B,,,,A,A,C,B,B,A,C,B,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,B,B,C,C,C,A
478,C,A,A,B,B,B,D,B,D,A,D,D,A,A,C,A,D,A,D,D,A,A,A,A,A,A,A,A,D,A,D,B,D,A,D,B,B,B,B,A,A,D,A,B,A,,B,,,,E,B,A,D,B,A,A,D,D,A,B,C,D,D,A,B,A,B,A,A,B,A,D,C,A,A,A,D,A
479,D,A,A,A,C,B,D,D,D,D,D,D,A,D,A,D,A,D,A,A,A,D,A,D,A,D,A,A,D,B,D,C,C,A,C,B,B,B,A,B,A,D,A,A,A,A,,,,,A,A,B,D,C,A,B,A,A,A,A,A,D,A,A,B,A,B,B,D,E,A,C,A,C,A,C,D,B
480,D,A,A,A,B,A,D,D,D,D,D,D,C,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,D,C,D,D,D,A,C,A,A,B,B,A,A,D,A,A,A,A,,,D,,A,A,B,D,D,A,D,A,A,A,A,A,A,A,A,B,A,B,A,D,B,A,A,A,D,A,A,A,A
481,D,A,C,A,B,A,D,B,D,C,D,D,B,C,A,C,C,C,A,A,A,A,A,C,A,B,A,A,C,B,B,B,D,A,B,B,C,B,B,A,C,B,B,B,A,A,,,,,A,A,B,B,B,A,C,B,B,A,B,B,B,B,A,B,A,B,B,A,D,B,B,B,B,A,C,B,C
482,D,A,E,A,D,A,D,B,D,B,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,D,A,D,D,D,D,A,B,D,B,B,B,B,A,D,B,A,,,C,,,C,A,A,B,D,D,A,D,D,D,C,D,D,D,B,B,B,B,A,E,E,B,D,D,D,C,C,A,A
483,D,A,B,A,D,B,D,B,D,B,D,A,D,C,A,A,D,B,D,C,B,B,B,B,B,B,B,B,D,B,B,C,C,A,C,B,C,A,A,A,B,D,A,B,B,,B,,,,B,A,C,A,C,D,C,B,A,A,B,B,A,A,A,A,B,A,B,A,C,B,C,D,C,B,A,B,C
484,D,A,A,C,D,B,B,B,D,C,B,B,A,C,A,C,C,D,A,A,B,C,B,C,B,C,B,A,D,A,C,B,B,A,A,B,B,B,B,B,B,C,A,A,A,A,,,,,B,A,C,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,C,C,B,A,B,B,A
485,D,A,A,B,B,B,D,B,D,B,D,D,A,B,A,B,B,C,B,C,A,B,A,A,A,A,A,A,C,A,C,A,C,A,B,A,B,A,B,A,C,C,A,A,A,A,B,C,,,A,A,B,A,C,A,B,B,B,A,B,B,B,A,A,B,A,B,B,A,B,A,C,A,C,A,C,C,A
486,D,A,E,B,D,C,D,B,D,A,D,C,A,C,B,C,B,B,B,A,C,C,B,C,B,A,B,C,D,A,D,A,D,A,B,A,B,B,B,B,A,D,A,A,A,A,,,,,D,A,C,A,C,A,C,C,A,A,A,A,B,A,A,A,B,A,B,A,C,A,B,A,B,B,A,B,C
487,C,B,C,C,B,A,A,B,C,A,B,A,D,C,D,B,C,C,D,D,D,D,C,B,D,D,C,C,D,A,B,C,B,C,B,B,B,,A,B,C,C,B,A,B,,B,,,,A,B,B,C,A,B,A,D,A,A,A,A,A,A,A,A,B,B,C,A,C,C,E,E,E,D,D,D,C
488,B,A,A,A,D,A,D,D,D,B,D,D,D,A,D,D,D,B,D,D,D,A,D,D,D,B,D,D,D,A,D,C,C,C,A,A,A,A,A,A,A,D,E,E,E,,,,,E,A,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,D,E,A,A,A,A,B,A,A
489,C,C,B,B,B,B,C,C,C,C,D,D,A,B,B,C,C,B,C,C,D,C,A,A,A,D,A,A,D,A,D,C,A,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,A,A,D,A,A,A,A,A,A,A,B,C,B,A,A,A,C,F,E,E,E,E,E,D,D,D,A
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,B,A,B,A,D,D,D,D,D,D,D,D,B,D,A,C,A,C,A,A,A,C,A,C,A,C,A,A,C,C,D,C,B,A,C,A,A,B,A,B,A,D,A,A,A,A,,,,E,A,A,D,A,A,B,D,B,A,B,A,A,B,A,B,A,B,B,B,F,A,E,B,A,A,C,C,D,A
493,D,A,E,B,D,D,D,D,D,A,D,D,B,D,D,D,D,D,D,D,A,B,A,C,D,A,A,A,C,C,D,C,C,A,C,C,B,B,B,B,A,D,D,A,A,,,,,E,B,A,B,C,C,B,C,C,A,A,D,A,A,A,A,A,A,A,B,F,A,E,E,E,E,C,C,B,A
494,B,A,C,A,D,C,D,D,D,D,D,D,B,D,B,C,B,D,A,B,A,C,A,C,A,C,B,A,D,C,C,B,B,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,E,A,A,A,A,B,C,C,C,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,A
495,B,A,C,B,D,B,D,D,D,D,D,D,A,C,A,D,C,D,A,A,A,C,A,C,B,C,A,A,B,C,D,B,C,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,B,B,B,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,A
496,C,A,A,B,B,C,C,B,C,B,C,B,A,C,C,B,C,C,B,A,A,B,A,A,A,A,A,A,D,B,B,B,B,B,B,A,A,B,B,B,B,D,A,A,A,A,,,,,D,A,D,B,A,D,D,A,A,A,A,A,A,A,A,A,A,B,B,B,E,B,B,B,B,B,A,A,A
497,D,A,A,A,D,D,D,D,D,D,D,D,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,D,C,C,A,D,B,B,B,B,A,C,D,A,A,A,,,,,E,A,A,C,D,B,A,D,D,A,A,A,A,A,A,B,B,A,B,B,A,C,A,A,B,A,A,A,A,A
498,D,C,A,B,D,A,D,B,D,C,D,C,D,B,B,B,D,C,D,C,D,B,B,B,D,B,D,B,D,D,D,D,C,B,D,A,A,A,B,B,A,D,A,A,A,A,,,,,A,A,C,A,B,A,C,A,A,C,A,A,B,A,B,A,A,B,B,A,B,A,B,A,A,C,A,B,C
499,C,A,A,B,C,A,D,B,D,B,D,D,C,C,C,B,C,C,D,C,C,C,C,C,D,D,C,B,C,C,D,D,C,D,C,C,C,B,B,B,C,C,D,D,D,,,,D,,D,A,D,A,D,B,C,A,C,A,A,A,D,B,B,A,B,B,A,C,B,B,B,B,A,A,A,C,A
500,D,A,A,B,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,D,A,A,A,C,A,B,A,A,A,B,A,A,A,A,A,,,,,A,A,D,A,C,B,D,A,B,A,A,C,A,C,B,A,A,B,B,E,B,B,B,A,A,A,C,A,A
501,D,A,D,B,B,A,C,A,C,B,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,D,D,D,C,B,C,A,B,B,B,B,A,C,A,A,A,,,C,,,A,A,B,B,C,A,C,D,D,D,D,D,D,D,B,B,B,B,A,D,D,A,B,C,C,C,C,C,C
502,C,A,A,B,C,B,D,B,D,B,B,B,B,C,B,C,B,C,A,B,B,B,B,B,C,B,B,B,D,B,C,B,D,B,C,A,B,B,B,B,A,D,A,A,A,,,,,E,E,A,D,A,A,B,C,A,B,B,A,B,B,A,A,A,A,B,B,B,B,A,B,B,B,B,B,B,C
503,D,A,A,A,C,A,C,A,D,D,D,D,A,B,A,B,B,D,A,A,A,B,A,B,A,C,A,A,D,B,C,B,C,A,A,B,C,B,A,A,A,D,A,A,A,,,,,E,B,B,C,D,B,B,C,A,A,B,A,D,A,A,B,A,A,B,B,D,B,,A,A,A,A,C,A,A
504,D,A,B,B,A,B,D,C,C,B,C,C,A,B,A,B,B,B,B,B,A,C,A,C,A,C,A,A,B,C,C,B,C,A,B,B,B,B,B,B,C,D,A,A,A,A,B,,,,D,A,B,A,B,B,B,A,A,B,A,B,A,A,B,B,A,B,B,C,B,A,B,A,C,A,C,C,A
505,C,A,C,B,D,C,D,D,D,D,D,D,A,C,A,C,A,C,A,A,A,D,A,C,A,C,A,A,D,C,D,A,B,A,A,B,B,B,A,A,B,D,A,A,A,A,B,,,,B,A,C,A,B,A,C,C,A,B,A,B,B,B,B,A,A,B,B,A,C,B,B,A,B,C,C,C,A
506,D,A,B,B,C,B,D,B,B,D,D,C,B,C,A,B,B,D,B,A,A,C,A,B,A,C,A,A,B,C,D,C,D,C,B,A,B,B,A,A,B,C,A,D,A,A,,,,,D,A,C,D,B,B,C,B,B,B,B,B,B,B,B,A,A,B,A,C,C,B,D,B,C,A,A,C,A
507,D,A,B,A,C,B,D,B,D,C,D,D,A,D,A,C,B,C,A,B,A,C,A,C,A,C,A,A,B,D,D,C,B,A,B,B,B,B,B,B,B,D,A,B,A,,B,,,,A,A,B,B,C,A,A,B,A,B,A,A,A,A,B,B,A,B,B,C,B,B,B,A,A,A,C,D,A
508,B,A,B,B,D,D,D,D,D,D,D,D,B,D,A,D,A,D,A,A,A,D,A,D,A,D,A,A,C,B,D,B,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,E,E,E,A,A,C,B,D,A,A,C,D,A,A,A,C,A,C,F,A,E,E,E,E,D,D,C,A
509,B,A,D,A,D,D,D,D,D,D,D,D,A,C,A,D,B,C,A,A,A,C,A,C,A,C,A,A,C,B,D,C,A,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,E,C,A,E,E,A,B,C,D,A,B,A,B,B,B,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
510,D,A,A,A,D,C,D,A,D,A,D,D,C,C,A,C,C,B,C,C,A,A,A,A,A,A,A,A,D,C,D,C,C,A,B,A,C,A,A,A,A,D,A,A,A,,B,,,,E,,D,A,A,A,D,A,A,A,A,A,A,A,B,B,A,B,A,D,E,A,B,C,C,A,B,D,A
511,D,A,D,B,D,A,D,A,D,A,D,D,B,A,B,A,B,A,B,B,A,A,B,A,B,B,B,A,C,C,C,D,D,B,B,B,C,B,A,A,A,D,A,A,A,,B,,,,D,A,B,A,D,B,D,D,A,A,A,A,B,A,B,B,A,B,A,D,D,A,B,B,C,B,B,C,C
512,D,A,A,A,B,B,D,B,D,B,B,D,A,B,D,B,D,B,B,D,A,A,A,A,A,A,A,A,D,C,D,D,D,C,C,A,B,A,B,A,A,D,A,A,A,,,,,E,D,A,C,D,A,A,C,A,A,A,A,A,A,A,A,B,A,B,B,E,E,A,C,A,C,B,A,C,A
513,D,A,C,B,D,A,D,B,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,B,A,C,A,B,A,B,A,,B,A,D,A,A,A,,B,,,,E,A,B,B,,,C,,A,A,A,A,A,A,A,A,B,B,B,A,C,A,B,D,D,C,A,A,
514,D,A,B,B,C,A,D,B,D,A,D,D,A,D,A,B,A,C,A,A,A,A,A,B,A,C,A,A,D,A,B,A,B,A,C,A,B,B,B,B,A,D,A,A,A,A,,,,E,A,A,C,C,A,B,D,A,A,A,A,A,A,A,B,A,A,B,B,B,B,A,A,A,A,A,C,C,A
515,A,A,D,D,D,D,D,D,D,D,D,D,,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,B,D,B,C,A,F,C,E,B,B,B,C,E,E,E,E,,,,,E,A,A,E,E,A,C,A,A,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
516,B,A,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,B,C,C,B,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,E,A,E,E,D,B,B,D,A,A,A,D,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,B,C
517,D,A,A,A,B,A,D,A,D,A,A,A,A,D,A,A,A,A,D,D,A,A,D,A,D,A,C,A,D,A,B,D,A,B,B,A,,B,B,B,A,D,A,A,A,A,,,D,,A,A,C,B,D,D,A,A,D,A,B,D,A,C,A,B,B,B,A,E,B,D,D,D,B,C,A,C,A
518,D,A,A,A,C,B,D,B,D,B,D,C,A,B,B,B,B,B,B,C,B,B,B,B,B,B,B,B,A,B,C,C,B,A,C,A,A,B,B,B,A,D,A,A,A,A,,,D,,B,A,D,A,C,A,C,A,D,A,A,D,B,B,B,A,A,B,B,A,B,A,A,B,B,A,A,A,A
519,B,A,D,C,B,D,D,C,D,D,D,D,A,C,B,C,B,C,A,B,A,C,A,C,A,D,A,A,B,D,D,D,B,A,F,C,E,B,A,A,D,E,E,E,E,A,,,,E,B,A,E,E,A,B,D,D,A,B,A,D,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,B,C
520,A,B,A,D,D,D,D,D,D,D,D,D,B,D,A,D,B,C,B,A,B,D,B,C,B,D,D,D,D,B,D,D,C,A,F,C,E,B,B,B,D,E,A,A,E,,,,,E,A,A,E,E,A,A,D,A,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,C,A
521,D,A,A,B,D,A,D,A,D,B,D,D,A,C,B,C,A,C,A,A,B,B,B,A,B,A,B,A,A,D,D,D,C,A,D,A,A,A,A,B,A,D,A,A,A,A,,,,,A,A,D,A,A,B,D,A,A,A,A,A,A,A,A,A,A,B,B,C,B,B,B,B,B,A,B,A,A
522,D,A,D,B,D,A,D,D,D,D,D,D,A,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,D,B,D,C,B,A,D,A,A,B,B,B,C,D,A,A,A,,,,D,E,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,A,A,B,B,F,A,E,A,A,A,B,A,C,A
523,B,A,D,B,D,A,D,A,D,C,D,D,C,C,C,C,D,C,D,D,A,A,D,A,A,A,A,A,A,D,D,D,D,D,F,C,C,B,B,B,C,D,D,D,D,,,,D,,D,D,D,D,C,C,C,C,C,D,D,D,D,D,A,A,B,B,B,C,D,E,D,D,C,C,C,B,A
524,A,B,B,A,C,D,A,C,B,D,B,B,A,C,D,D,C,D,B,B,C,D,D,A,B,C,C,D,D,C,D,A,A,A,F,B,D,B,A,B,C,D,A,C,B,A,,,,,E,D,D,A,B,B,D,B,A,A,A,A,A,A,A,B,C,A,B,F,E,E,E,E,E,D,D,C,C
525,A,A,D,D,D,D,D,D,D,B,D,D,B,B,B,B,B,B,B,B,B,C,B,B,B,B,B,B,C,B,A,B,B,B,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,D,B,C,C,A,C,C,C,B,C,A,A,C,B,C,F,E,E,E,E,E,D,D,D,C
526,B,A,D,A,D,D,D,D,D,D,B,A,A,A,A,D,B,C,B,C,A,B,C,B,C,C,B,C,B,A,B,B,C,D,F,C,E,B,A,B,D,E,E,E,E,,,,,E,E,A,B,B,C,D,D,C,D,C,A,B,B,A,B,A,C,B,C,F,A,E,E,E,E,D,D,D,C
527,D,A,D,A,D,A,D,A,D,A,D,D,C,A,C,A,C,B,C,C,B,B,B,B,B,B,B,B,D,A,B,A,C,C,B,A,A,B,B,B,B,C,A,D,A,A,,,,,D,A,C,D,A,B,C,D,B,C,B,C,B,B,A,A,B,B,B,C,C,B,B,A,A,C,C,B,A
528,D,A,A,C,B,B,C,A,D,A,D,C,A,B,A,B,A,A,A,A,B,A,A,A,B,A,A,A,C,A,C,A,C,A,A,B,A,A,A,A,A,D,A,B,A,,B,,,,A,A,B,B,D,C,D,D,D,D,B,C,B,B,B,B,C,A,B,F,D,D,D,B,B,C,C,C,A
529,C,A,E,C,D,A,D,B,D,A,D,D,A,C,B,C,C,C,A,C,A,A,A,A,A,A,A,A,C,A,D,C,C,A,F,C,E,B,A,B,D,E,E,E,E,A,,,D,E,A,A,E,E,A,B,D,D,A,A,A,B,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,A,A
530,D,A,B,C,C,B,D,B,D,A,D,D,A,C,A,C,A,C,A,A,A,D,A,D,A,A,A,A,C,C,D,B,C,A,D,A,D,A,B,B,A,D,A,A,A,A,,,,,C,A,D,A,A,B,D,B,A,B,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,C,C,C,A
531,D,A,C,C,D,C,D,D,D,D,D,D,A,D,B,D,A,D,A,B,A,B,B,B,A,C,B,A,C,A,B,A,C,A,C,A,A,B,B,B,C,D,A,A,A,A,,,,,A,A,D,A,A,B,D,B,A,B,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,C,C,C,A
532,C,B,D,C,D,B,D,C,D,B,C,C,B,D,B,C,D,B,C,B,B,C,B,D,C,C,A,D,C,A,A,C,B,D,C,B,D,B,A,A,B,D,C,E,A,,,,D,,B,C,B,D,A,C,A,D,B,A,D,C,B,A,B,B,A,B,C,F,A,D,B,A,B,D,B,D,B
538,C,A,C,A,D,A,D,A,D,A,D,D,A,D,A,D,A,D,A,A,A,B,A,B,A,B,A,A,D,A,D,B,B,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,*,A,E,E,A,A,C,D,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,D,A
539,B,A,C,B,D,D,D,D,D,D,D,D,A,C,A,C,A,C,A,A,A,B,A,B,A,B,A,A,C,B,C,B,C,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,,A,A,E,E,B,B,B,C,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,B,A
540,B,A,C,A,D,D,D,D,D,D,D,D,A,D,B,D,D,C,D,D,A,A,A,A,A,A,A,A,D,A,D,A,A,A,C,A,A,A,A,A,C,D,A,A,A,,,,,E,E,A,D,A,A,B,C,C,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A
541,D,A,B,B,B,A,D,A,D,A,D,D,B,A,D,A,D,A,D,D,A,A,A,A,A,A,A,A,D,B,C,B,D,B,B,A,B,B,A,A,A,C,A,D,A,A,B,,D,,D,A,B,D,C,A,C,B,A,A,C,B,C,A,B,B,A,B,B,E,C,A,D,B,C,A,A,A,A
542,D,A,B,B,B,B,D,D,D,C,D,D,B,B,C,C,D,B,D,D,B,B,B,B,B,B,B,B,B,C,D,C,B,B,C,A,B,B,B,B,C,D,A,A,A,A,,,,,A,A,D,B,B,B,C,B,A,A,A,A,B,A,B,A,B,B,B,A,B,B,B,B,B,A,A,C,A
543,C,A,D,A,D,A,D,D,D,D,D,D,A,B,A,C,A,C,A,A,A,A,A,A,A,A,A,A,A,D,D,D,A,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,C,A,E,E,A,B,A,D,D,A,D,D,D,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,A
