Folio,Género,Edad,Escuela,ImF1,ImF2,ImF3,ImF4,ImF5,ImF6,ImF7,ImF8,ImF9,ImF10,ImF11,ImF12,ImF13,ImF14,ImF15,ImF16,ImF17,ImF18,ImF19,ImF20,ImT21,ImT22,ImT23,ImT24,ImT25,ImT26,ImT27,ImT28,ImT29,ImT30,ImT31,ImT32,ImT33,ImT34,ImT35,ImT36,ImT37,ImT38,ImT39,ImT40,ImD41,ImD42,ImD43,ImD44,ImD45,ImD46,ImD47,ImD48,ImD49,ImD50,ImD51,ImD52,ImD53,ImD54,ImD55,ImD56,ImD57,ImD58,ImD59,ImD60,ThetaImFin,ThetaImTra,ThetaImRisk,ThetaImRen,ThetaImCom,ThetaTenFin,ThetaTenCom,ThetaTenRen,ThetaTenRisk,ThetaTenTra,ThetaDañCom,ThetaDañRen,ThetaDañRisk
367,0,3,3,1,1,3,3,3,3,1,2,3,1,3,1,3,0,2,2,3,0,2,2,1,1,3,3,3,3,1,1,2,2,3,1,3,0,1,2,3,0,1,3,0,3,1,3,3,3,1,2,3,2,3,3,3,3,2,2,3,3,3,3,2.2146916,-.30077508,.97731161,.71610928,1.106205,2.0837901,.75734586,.39533228,.50740951,.15104237,.38389868,.26004535,.85373992
368,0,0,3,1,2,2,1,2,2,1,1,1,2,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,2,0,0,3,1,0,0,1,1,0,0,2,2,3,2,-.1334669,-.30347511,-.99547136,.42391449,-.36059564,-.62992817,-.97180438,-.37722811,-1.0454186,-.915501,.31495366,-1.8110688,-.41638064
369,0,3,3,3,1,1,0,0,1,1,2,0,3,1,2,0,2,1,2,0,0,0,2,3,1,1,0,2,0,2,1,0,1,0,1,0,,1,2,1,0,0,3,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,1,2,3,3,3,-1.1011205,.38339761,-.51025838,.71610928,-1.0406121,-.49226817,-.67746699,.39533228,-.18015257,-.15791251,1.0183096,.34542033,.29332697
370,1,1,3,1,1,3,1,0,3,1,1,2,2,1,2,2,1,1,1,3,0,2,1,2,2,3,0,0,3,2,2,2,2,2,3,2,2,2,1,2,2,3,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,,3,3,3,3,-.18751454,-.029092822,.85391676,.060945131,.69574577,-.044328194,.94458497,.82661676,1.5416369,.9877252,-.2298331,-.54368013,.85373992
371,1,0,3,0,1,0,0,0,1,0,0,1,2,0,1,1,2,1,0,1,2,1,,,2,1,0,3,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,0,-1.11824,-.30347511,.73727548,-.6840384,-1.5243042,-.090474658,-.37043741,.37065184,.31950828,-.84079105,-.41261625,-.017886361,-.9437992
373,1,1,3,2,1,0,1,1,2,2,2,2,2,1,2,2,2,2,2,0,0,1,1,1,0,0,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,1,0,1,2,2,1,0,0,2,2,2,2,3,1,1,1,3,3,3,2,.13203666,.38538423,.10930122,.71610928,-.22730538,.13391142,-.36100042,.13125832,.87431496,.46339008,-.2298331,-1.1412393,.19658166
374,0,1,3,2,3,3,1,1,3,3,3,3,3,0,3,1,2,3,3,0,0,1,0,,,3,3,3,0,3,3,3,3,0,3,3,2,3,3,0,0,0,0,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,3,3,3,3,-.35268989,1.7746874,-.052720841,2.3485227,1.286094,1.4259346,.58846289,1.8887969,-1.0454186,1.9080421,.12732689,-.0065078815,.85373992
375,0,0,3,2,0,3,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,,2,3,1,1,3,1,0,3,2,2,3,2,3,2,1,2,3,3,3,-.83478117,-1.3561492,-.99547136,-.61337787,-.41055647,-.72661936,-.41360977,.13861448,-1.0454186,-.84079105,1.7795565,-.42651996,.29332697
376,1,0,3,2,0,2,1,0,2,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,2,1,3,0,2,0,0,0,2,0,0,0,0,1,0,3,2,3,3,1,2,3,3,3,3,3,3,3,2,3,3,3,3,-1.1161851,-1.0197213,-.99547136,-.74903476,-.16420048,-.69204277,-.94234204,.66362679,-1.0454186,.37597486,1.4301853,.24096717,.85373992
377,0,2,3,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,3,2,2,1,1,1,1,2,1,1,2,1,1,1,0,1,1,2,1,1,1,1,3,1,1,1,2,2,3,3,2,1,2,3,2,2,2,3,2,2,2,3,2,3,2,.89297241,-.43163079,.81209445,.86840528,-.62542987,.30064252,.04665741,.13861448,.65140021,-.46417281,.66932446,.13418667,-.30504405
378,0,0,3,3,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,0,0,2,2,1,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,0,0,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,3,3,3,.89297241,.38538423,-.086380318,.71610928,.56068313,.92632848,.67267269,.39533228,.058316298,.74703431,.37475574,-.70553201,.29332697
379,1,0,3,2,2,2,2,2,2,2,2,0,1,3,1,2,1,3,1,0,0,0,2,1,1,1,0,0,2,1,3,3,0,2,1,1,0,3,1,2,0,0,1,1,1,3,0,2,0,3,1,0,0,0,2,2,1,3,0,2,1,0,0,1.0912582,-.058767967,-.51025838,.89270037,-.3270874,-.26250163,.26525301,.9009248,-.22832024,.056008395,-.43860123,-.54604375,-1.6913596
380,0,0,3,2,0,1,3,1,2,1,0,2,2,1,3,3,0,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,,,,0,1,1,2,1,0,1,2,1,0,0,1,1,1,1,3,3,3,3,3,.82885414,.19930369,-.99547136,-.74903476,-.12134644,-.62992817,-.91629446,-1.1600921,-.46243754,-1.5081917,-1.0961186,-.30119967,.85373992
381,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.2146916,1.7746874,2.4054384,2.3485227,1.6678367,-1.3141685,-1.0709331,-.56277615,-1.0454186,-1.5081917,-1.1308824,-.83421773,-1.3770983
382,0,0,3,3,1,3,1,0,3,1,1,1,2,0,2,0,0,1,1,0,,0,1,2,1,3,0,0,3,0,1,0,2,0,1,0,2,1,1,0,0,0,2,0,1,1,2,3,1,1,1,2,3,3,2,2,3,2,1,3,3,,2,-1.1161851,-.029092822,-.54553479,.060945131,.91962248,-1.3141685,.59837723,.13861448,-.50430375,.15104237,-.48835084,-.29877356,.10365011
383,0,0,3,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,0,0,0,1,0,0,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,2,2,1,1,1,0,1,3,1,0,0,0,0,1,1,3,3,3,2,-.097380191,-.029092822,-.63944167,.42391449,-.36059564,-.071075402,-.37913841,-.12802431,-.60867023,-.15791251,.34656614,-.7417329,.19658166
384,0,0,3,3,0,2,3,2,2,2,2,2,1,1,1,2,0,0,0,2,1,2,3,3,0,2,3,3,2,2,0,2,1,2,1,2,1,0,0,3,0,3,2,0,1,2,3,3,1,1,1,2,3,2,2,3,3,2,2,3,3,2,3,.89282954,-1.113391,1.1564558,-.20876113,.28462625,1.3817847,.65930396,-1.3074093,1.3732769,-.54590893,-.10222355,-.10183556,-.24440581
385,1,1,3,0,0,1,0,0,0,1,0,1,2,0,0,0,1,1,2,0,1,2,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,2,0,2,0,2,1,0,0,2,2,2,2,2,2,2,2,-1.6476616,-.5275709,.93747842,-.74903476,-1.7929667,-1.3141685,-1.8047668,-1.1615962,.32792392,-1.5081917,-.5620923,-.53519052,-.7332114
386,1,1,3,0,1,1,1,0,2,1,1,1,1,0,0,1,1,0,1,0,3,1,1,,,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,2,2,0,-.74064142,-1.4416487,.70842999,.060945131,-.75882059,.92632848,.45034689,.96365172,1.1048002,.74703431,-1.1308824,-2.2012987,-.86851203
387,1,0,3,0,1,2,1,1,1,2,1,2,3,2,3,2,3,2,1,2,3,1,1,1,0,0,1,1,0,0,0,1,0,1,3,1,0,2,0,1,2,1,0,0,2,1,2,2,1,2,2,2,2,2,2,2,2,,1,2,3,3,3,.3779611,1.1680012,.98177797,.060945131,-.65375435,.13391142,-.93463957,-1.3074093,.43819508,.51670659,-.48835084,.095694579,.29332697
390,0,0,3,2,0,1,3,0,0,0,0,1,0,1,0,0,2,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,-.30626574,-1.987875,.24071483,-.92648959,-1.3561003,-.69204277,-1.8047668,-1.3074093,-1.0454186,-1.5081917,2.0206099,1.2270085,.85373992
391,0,2,3,1,0,3,2,0,2,0,1,2,1,0,0,2,0,1,1,3,2,0,0,3,1,3,1,0,0,0,1,1,0,0,0,1,0,0,0,2,2,1,0,1,1,3,0,0,3,1,3,3,2,1,0,0,0,0,1,2,3,3,0,-.18232916,-.95758206,.31306127,-.33629614,.16920538,-.38816473,.19470523,-.15581973,.52053171,-1.5081917,1.4301853,-.30915728,-.17232236
393,0,0,3,1,2,3,2,2,1,2,1,1,2,2,3,2,2,2,3,3,2,1,1,1,2,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,3,2,2,2,2,2,2,3,2,2,3,.89297241,.65682626,.88518244,.81481487,-.65272862,.92632848,-.052709498,1.0499284,1.0078679,.74703431,-.02731378,.049915489,-.55057013
394,1,1,3,2,1,2,0,0,1,1,1,2,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,2,1,1,1,1,1,1,3,2,3,3,3,3,3,3,,,,,-1.11824,-.69657743,-.99547136,-.1524858,-.31930208,-1.3141685,-.3978422,.13861448,-.60867023,-.15791251,-.058889568,.22696908,
395,1,0,3,1,1,2,1,0,2,2,2,3,3,1,3,1,3,3,1,0,0,0,1,1,1,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,0,0,2,2,2,2,2,,,,,,3,2,2,2,2,3,2,3,3,3,3,-.42340261,1.7746874,-.63944167,.49195027,.15048777,1.0817008,.47732392,1.5093793,-.065997988,1.9080421,.82844174,.75660247,.85373992
396,0,1,3,2,2,1,0,3,0,1,2,1,0,0,0,1,1,2,1,1,0,1,0,2,0,1,1,0,3,2,1,1,1,0,0,2,0,1,1,1,0,1,0,1,1,1,1,2,1,1,1,2,0,1,1,3,3,1,1,3,3,3,3,-.36642894,-.96685815,.16677795,.89270037,-1.3561003,-.22824681,.23912051,-.12802431,.087347127,-.44072965,-.2298331,-.83346552,.85373992
397,0,0,3,2,1,3,3,0,2,0,0,3,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,2,2,1,1,1,2,2,2,3,1,3,3,3,-.30626574,-1.0197213,-.052720841,-.18843907,.64386761,-1.3141685,-1.8047668,-1.3074093,-1.0454186,-1.5081917,-.87727588,-.14570761,.19391057
398,1,1,3,2,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,-.83478117,-1.987875,-.99547136,-1.3669701,.10194343,-1.3141685,-1.8047668,-1.3074093,-1.0454186,-1.5081917,-.41261625,-.70553201,-.7332114
399,1,2,3,2,2,3,1,1,1,2,2,1,1,1,2,3,1,1,2,3,1,3,2,3,3,2,3,3,1,1,2,3,2,2,2,2,1,1,2,3,0,2,1,1,3,1,2,2,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,.27219006,-.43163079,1.5913755,1.1082047,-.41055647,1.3817847,.69043964,1.2086917,.75575703,.41420463,-.058889568,1.0667062,.85373992
400,1,2,3,2,0,,,1,3,,2,2,2,,,,,,,,1,,2,1,2,2,0,0,0,0,0,1,1,0,1,0,1,,,0,0,,,1,3,,3,3,1,2,2,2,2,2,2,2,2,,2,2,3,3,3,.11049899,.06772463,.68640667,.12337203,.68168408,-1.3141685,-.45745605,-.30057365,-.72756863,-.20944181,-.20857644,.42746919,.29332697
402,0,0,3,2,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,2,2,2,1,1,2,2,2,2,3,3,2,,.38735187,-.30347511,-.99547136,.71610928,-.31930208,-.69204277,-.62199318,-.78059703,-1.0454186,-1.5081917,.12732689,.10675702,-.34893817
403,0,0,3,1,2,2,3,1,1,1,2,2,1,1,1,0,0,1,0,2,1,1,2,2,2,0,3,2,1,0,2,3,1,1,1,1,1,2,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,,1,1,1,.11545807,-.69657743,.73372257,.74141425,-.53177661,.7603333,.069623008,.62871158,-.31734896,.18447703,-.94507301,-1.5057747,-1.361621
404,1,0,3,2,1,1,1,1,1,2,2,1,2,1,1,0,2,2,1,0,0,0,2,2,3,0,0,1,0,2,1,1,2,1,1,0,1,1,2,1,0,0,1,1,0,2,2,3,2,2,1,2,2,3,1,3,2,2,0,2,,3,,-.32685074,.11538603,-.51025838,.49195027,-.89935899,-.30711767,-.71005577,.78648525,-.31734896,.15104237,.48042354,-.49583581,.07286948
406,,0,3,3,3,2,1,0,2,2,1,1,2,0,2,0,0,2,3,0,0,0,0,3,3,2,3,0,1,1,1,1,2,0,1,0,0,1,1,0,0,0,0,2,0,3,1,1,1,0,1,1,2,0,1,0,0,1,1,0,0,0,0,-1.1161851,.38538423,-.99547136,1.2182683,.013435962,-.47617307,.1731102,.4747906,-1.0454186,.15104237,.45444894,-.86042929,-2.3961639
407,0,0,3,1,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,3,3,1,-1.6476616,-1.0197213,-.63944167,-1.3669701,-.078076527,-1.3141685,-1.8047668,-1.3074093,-1.0454186,-1.5081917,-1.6372836,-2.2012987,.086495362
408,0,1,3,,0,2,1,0,3,1,0,2,0,0,1,0,1,,,0,0,,0,3,,2,,0,2,1,0,2,0,0,1,1,,0,1,0,,0,0,0,3,2,,3,,1,2,,3,3,2,,2,3,2,3,,,,-1.1161851,-1.2119206,-.83024853,-1.1995069,.59678298,-.58513755,.65930396,-.54731393,-.97023666,-.95937544,.12292802,.59923524,.51527601
409,0,0,3,2,1,2,3,1,3,2,2,3,1,1,2,1,0,1,2,0,0,1,0,2,1,0,1,0,2,1,1,3,2,1,1,0,0,1,0,0,1,0,0,0,2,2,1,1,2,1,1,1,2,2,1,3,3,2,1,3,3,2,3,.32283819,-.43163079,-.052720841,.71610928,.88185877,-.3607071,.39439654,-.15581973,-.39616859,.15104237,.1220526,-.25808743,-.24440581
410,0,0,3,2,2,2,1,0,2,1,1,3,2,1,2,1,0,1,1,1,1,1,0,2,1,2,1,0,2,1,1,2,1,1,2,1,0,1,1,1,1,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-.42340261,-.029092822,.47098151,.42391449,.34200382,-.13148063,.4715873,.13861448,-.15727352,.098328598,.12732689,.27994195,-.7332114
411,0,0,3,0,1,2,1,1,3,1,2,1,3,1,2,1,1,2,2,2,1,3,1,1,1,1,0,0,3,1,1,1,3,0,2,,0,1,2,1,3,3,3,1,1,2,0,0,1,0,0,3,1,0,1,2,3,1,1,2,3,3,3,-.097380191,.82388866,1.3229033,.71610928,-.060843017,-1.2032638,-.025412202,.39533228,1.8808047,.68957353,.34656614,-1.1111498,.29332697
412,0,0,3,1,2,3,3,0,3,1,1,2,1,0,3,2,1,1,1,1,0,1,1,3,3,3,3,0,3,1,3,3,1,0,3,3,0,1,3,0,0,1,0,1,3,1,1,1,2,1,3,3,3,3,3,3,2,0,1,3,3,3,2,-.0017169714,-.2496208,.30033031,.42391449,.69574577,.31981206,1.7652106,2.1275382,-.077283129,.26397517,.31495366,.25856996,.19658166
414,,0,3,2,0,1,3,0,2,0,0,2,2,0,0,2,0,0,1,0,0,0,0,2,0,0,1,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,2,2,2,2,3,3,2,3,2,3,3,2,2,3,-.0017169714,-1.0197213,-.99547136,-.92648959,-.12134644,-.69204277,-.098709956,-1.3074093,-1.0454186,-.62627417,.29128033,.3195554,-.55057013
415,0,0,3,1,0,1,1,3,1,1,2,1,2,2,2,2,1,2,1,0,0,0,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,3,1,0,3,3,3,0,.89978862,.38538423,-.51025838,.10968057,-1.1063514,.30064252,-.16404814,.37065184,-.22832024,.51029098,-.82797647,-1.4103254,.064692363
417,0,1,1,2,1,2,1,1,2,3,2,3,3,0,3,1,3,3,0,0,1,1,2,,,2,0,0,1,2,2,3,3,0,3,0,3,3,0,0,3,1,2,1,2,1,3,3,1,2,2,1,3,3,3,3,2,3,3,3,2,2,2,-.35268989,1.7746874,.51698869,.29391101,.34200382,-1.3141685,.41268134,.36215097,.63791811,1.9080421,-.41261625,.78551769,-.66022825
418,0,2,1,0,2,2,1,0,3,2,2,1,2,0,3,2,1,2,1,0,0,0,0,1,3,3,1,0,3,2,3,3,2,1,3,0,2,2,1,0,0,0,0,1,3,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,3,3,3,-.51649112,.65682626,-.99547136,.89270037,-.060843017,-.3607071,1.1232271,1.4600178,-1.0454186,.9877252,.96693629,1.372734,.85373992
419,1,3,1,1,1,1,1,1,2,2,1,2,1,3,3,1,1,2,1,3,2,3,1,0,0,0,0,0,1,1,1,1,1,0,2,1,0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,3,3,3,3,.23750575,.2873911,1.6683496,.060945131,-.32172483,-.75863916,-.88645166,.13125832,.64511776,.098328598,-.2298331,-.22036497,.85373992
420,0,1,1,2,1,2,1,2,1,1,0,1,2,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,2,1,1,1,1,0,0,1,1,1,0,0,1,1,3,1,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,.13859808,-.30347511,-.63944167,-.39366832,-.62542987,-.042916335,-1.2831422,.59561199,-.31734896,-.15791251,.38056457,1.3893493,.85373992
421,1,1,1,3,1,3,0,0,3,1,0,2,1,0,1,1,1,0,0,0,2,0,1,3,0,3,0,0,3,1,1,2,0,0,1,1,1,0,0,0,2,1,0,2,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,-1.11824,-1.113391,.076187856,-.6840384,1.1644477,-.75863916,1.2627952,-.47638983,.30968395,-.95937544,.99557811,.98528427,-.11071451
422,1,1,1,1,0,2,2,1,2,2,1,2,2,1,2,1,0,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2,2,1,2,2,1,2,2,2,2,2,2,0,2,1,2,2,.15372747,.38538423,1.1586576,-.13364337,-.078076527,-1.3141685,-1.8047668,-1.3074093,.93148303,-1.5081917,-1.1308824,.056485511,-.92805541
423,0,1,1,3,0,2,1,0,2,2,0,2,1,1,2,0,0,2,0,0,1,0,2,3,0,3,0,0,3,2,0,2,1,0,3,0,0,2,0,1,0,0,0,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,-.72029686,.012788535,.054485336,-1.3669701,.28462625,-1.3141685,1.2627952,-1.3074093,-.61685443,.69796032,1.1965888,1.8356935,.85373992
424,0,2,1,2,1,2,1,2,2,3,1,2,2,2,3,1,1,2,2,0,0,0,0,3,1,3,3,2,2,1,1,3,0,1,2,2,0,1,2,0,0,0,1,2,1,2,2,1,2,1,0,2,2,1,1,2,3,2,1,3,3,3,2,.40537181,.65682626,-.99547136,.26141039,.10194343,.93878293,1.2448691,.39533228,-.60867023,-.18547791,.68207657,-.58977902,.19658166
425,0,1,1,2,2,2,0,0,3,1,2,2,2,0,2,2,1,2,2,0,0,0,0,3,2,3,1,3,0,1,1,3,1,0,2,0,0,2,1,0,0,0,0,0,1,0,2,3,0,2,2,1,2,3,1,3,3,2,2,3,3,3,3,-.91372836,.38538423,-.99547136,1.1082047,.55110204,-.032451935,.95268738,.37065184,-1.0454186,.46339008,-1.6372836,.16248384,.85373992
426,1,1,3,2,2,2,2,2,2,0,2,2,2,2,2,2,3,2,2,3,3,3,0,,,3,2,3,2,2,2,3,3,2,3,3,2,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.89297241,.38538423,1.9819304,1.1082047,.10194343,1.3358718,1.0678846,.36215097,2.2641182,1.9080421,-1.9852479,-2.2012987,-2.3961639
427,1,0,3,2,2,3,2,2,2,0,1,2,2,2,2,1,2,2,0,0,0,0,1,2,2,2,0,2,2,2,0,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.66904998,.38538423,-.63944167,.21160632,.35401827,.61011481,.4715873,-.59971142,-1.0454186,.08927007,2.0206099,1.8356935,.85373992
428,0,0,3,2,0,3,2,1,3,1,2,2,1,0,1,2,0,0,1,0,2,0,1,3,0,3,1,1,2,0,1,2,0,1,1,1,0,1,1,0,2,1,0,1,3,1,2,3,1,1,3,,2,1,3,3,3,2,3,3,3,3,3,.18036863,-1.113391,.076187856,.10968057,.87887013,.13391142,.91269797,-.12802431,.30968395,-.46417281,-.26618394,.71934187,.85373992
429,0,0,3,1,0,2,2,2,3,2,2,3,2,1,3,2,0,2,1,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,.65632522,.65682626,.97731161,.10968057,.69281512,-1.3141685,-1.3177918,-1.3074093,-1.0454186,-1.5081917,-.82789791,-.70553201,-1.0202913
430,0,0,3,2,0,1,1,1,3,1,1,2,1,2,1,1,1,2,1,1,3,1,1,0,0,1,1,1,3,0,1,1,2,0,0,2,0,1,1,0,3,0,0,1,3,1,1,1,1,2,3,1,3,1,2,1,2,2,2,3,2,2,2,.12734142,-.30077508,.87397504,-.33629614,.3322486,.1014822,-.26084605,-.12802431,-.25374475,-.10768057,-.41261625,.84008616,-.66022825
431,1,1,3,3,1,2,2,1,2,1,2,3,3,1,0,0,0,1,1,2,2,2,3,2,1,0,1,1,2,2,3,2,1,2,2,1,1,2,1,2,1,1,2,2,1,2,1,2,1,0,0,3,3,0,2,1,2,3,1,2,1,3,1,-.046749178,-.15960494,1.338107,.49195027,.56068313,.30900553,.18488255,.9009248,.59961754,.46339008,.58813429,-.61387479,-.72559845
432,1,1,3,2,0,1,1,1,2,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,2,1,3,3,2,2,2,2,3,3,2,2,3,3,3,3,-.35268989,-1.113391,-.63944167,-1.3669701,-.41495898,-1.3141685,-1.2831422,-.15581973,-1.0454186,-.54590893,-.48835084,.82702154,.85373992
433,0,1,1,3,0,3,2,2,1,1,0,2,3,1,2,2,1,2,1,0,0,1,2,3,1,3,0,1,1,1,2,2,3,1,2,1,1,3,2,0,0,2,3,2,3,1,3,3,2,2,3,3,3,2,2,1,3,3,3,3,3,3,3,.65632522,.82388866,.20977125,-.92648959,.17483142,-.080228381,.69627273,.84348106,.62284386,1.4275198,.54393905,1.3883609,.85373992
434,0,1,1,2,1,1,3,3,2,2,2,1,1,3,0,3,1,1,2,0,0,2,0,1,1,0,3,3,2,2,3,1,0,3,0,3,0,1,3,0,0,3,0,1,2,3,3,3,1,2,0,1,2,3,3,3,1,2,0,3,3,3,3,2.2146916,-.95758206,.29062024,.71610928,-.41495898,2.0837901,-.36143121,1.5093793,.52383387,-.84079105,.13368545,-.39355007,.85373992
435,0,1,1,2,0,1,0,1,2,2,1,2,2,1,2,0,0,1,1,0,0,0,0,2,2,2,2,3,2,3,1,2,3,2,3,3,3,2,3,0,0,0,1,2,1,2,1,1,2,1,0,2,1,1,1,1,1,1,0,0,1,1,1,-.60817236,-.029092822,-.99547136,-.33629614,-.12134644,1.3358718,.4715873,.81946254,-.60867023,1.3606958,.68207657,-1.1192329,-1.437398
436,0,1,1,3,1,2,2,1,2,1,0,2,2,2,1,1,1,1,0,0,0,1,0,0,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,0,1,1,0,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.39118069,-.30347511,-.052720841,-.6840384,.28462625,.4896912,.14412813,.39533228,.19529928,.74703431,-.2298331,.27994195,-.7332114
437,0,1,1,2,1,2,0,0,1,3,2,2,3,0,3,0,0,3,2,0,0,0,0,2,2,3,0,0,2,3,2,3,3,0,3,0,0,2,2,0,0,0,1,,2,2,3,3,1,3,2,3,2,2,3,3,1,3,,3,3,3,2,-1.6476616,1.7746874,-.99547136,.71610928,-.31930208,-1.3141685,.9317041,1.0499284,-.60867023,1.3606958,.40693218,.62334013,.19658166
438,0,1,1,2,0,3,2,2,2,2,0,0,1,2,1,0,1,2,0,0,0,0,2,2,2,3,1,1,2,3,2,0,0,2,0,0,1,3,1,0,0,0,1,1,3,1,3,3,1,2,3,3,3,3,3,3,1,2,3,3,3,3,3,.5297904,-.30077508,-.51025838,-1.3669701,-.063746661,.13516334,.31291866,.82661676,-.60867023,-.43989849,-.058889568,1.0891273,.85373992
439,0,1,1,1,0,2,2,0,3,1,1,3,1,0,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,3,3,3,3,-.45785403,-.43163079,-.99547136,-.33629614,.69281512,-1.3141685,-.71370006,-.37722811,-1.0454186,-.54590893,.12732689,-.0073467433,.85373992
440,0,1,1,2,1,2,2,0,3,3,1,2,2,2,2,1,2,2,2,0,1,2,0,2,1,2,2,0,2,1,1,2,2,1,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,.10894707,.38538423,.66376615,.26141039,.55110204,-.14825265,.4715873,.13861448,.19529928,.41420463,-1.9852479,-2.2012987,-.7332114
441,1,1,1,2,1,1,0,1,1,3,1,0,3,1,3,0,1,3,1,0,0,0,2,1,0,1,0,1,1,2,0,0,2,0,2,1,0,3,0,1,0,0,1,0,1,1,1,1,2,1,1,3,2,1,2,3,2,2,2,3,3,3,3,-.60817236,1.7746874,-.51025838,.060945131,-1.1693549,-.3355059,-.64816111,-1.3074093,-.31734896,1.0207466,.085328393,-.22036497,.85373992
